düzeltilmiş_hijri
tsl_dataset;;;;;;
Date;home;visitor;FT;hgoal;vgoal;result
1397-09-20;Samsunspor;Diyarbakirspor;3-2;3;2;H
1397-09-20;Besiktas;Bursaspor;0-0;0;0;D
1397-09-20;Altay;Zonguldakspor;3-1;3;1;H
1397-09-20;Eskisehirspor;Galatasaray;2-2;2;2;D
1397-09-26;MKE Ankaragucu;Fenerbahce;2-1;2;1;H
1397-09-26;Eskisehirspor;Altay;2-1;2;1;H
1397-09-27;Orduspor;Trabzonspor;2-0;2;0;H
1397-09-27;Adana Demirspor;Besiktas;3-0;3;0;H
1397-09-27;Mersin Idmanyurdu;Samsunspor;1-0;1;0;H
1397-09-27;Zonguldakspor;Adanaspor;3-1;3;1;H
1397-09-27;Bursaspor;Diyarbakirspor;3-1;3;1;H
1397-09-27;Galatasaray;Boluspor;1-0;1;0;H
1397-10-10;Besiktas;Zonguldakspor;3-0;3;0;H
1397-10-11;Diyarbakirspor;Adana Demirspor;0-0;0;0;D
1397-10-11;Mersin Idmanyurdu;MKE Ankaragucu;1-0;1;0;H
1397-10-11;Samsunspor;Bursaspor;1-1;1;1;D
1397-10-11;Adanaspor;Eskisehirspor;1-1;1;1;D
1397-10-11;Altay;Boluspor;2-1;2;1;H
1397-10-11;Fenerbahce;Orduspor;2-0;2;0;H
1397-10-11;Trabzonspor;Galatasaray;0-0;0;0;D
1397-10-17;Adanaspor;Boluspor;2-0;2;0;H
1397-10-18;Orduspor;Mersin Idmanyurdu;2-1;2;1;H
1397-10-18;Adana Demirspor;Bursaspor;1-0;1;0;H
1397-10-18;Samsunspor;MKE Ankaragucu;0-0;0;0;D
1397-10-18;Eskisehirspor;Besiktas;1-0;1;0;H
1397-10-18;Altay;Trabzonspor;2-1;2;1;H
1397-10-18;Galatasaray;Fenerbahce;0-2;0;2;A
1397-10-18;Zonguldakspor;Diyarbakirspor;1-0;1;0;H
1397-10-24;Fenerbahce;Altay;1-1;1;1;D
1397-10-25;Trabzonspor;Adanaspor;4-0;4;0;H
1397-10-25;Adana Demirspor;Samsunspor;0-0;0;0;D
1397-10-25;Mersin Idmanyurdu;Galatasaray;1-1;1;1;D
1397-10-25;Besiktas;Boluspor;2-0;2;0;H
1397-10-25;Bursaspor;Zonguldakspor;2-1;2;1;H
1397-10-25;Diyarbakirspor;Eskisehirspor;1-0;1;0;H
1397-10-25;MKE Ankaragucu;Orduspor;1-0;1;0;H
1397-11-03;Altay;Mersin Idmanyurdu;0-0;0;0;D
1397-11-03;Galatasaray;MKE Ankaragucu;2-0;2;0;H
1397-11-03;Eskisehirspor;Bursaspor;2-0;2;0;H
1397-11-03;Boluspor;Diyarbakirspor;2-1;2;1;H
1397-11-03;Trabzonspor;Besiktas;3-1;3;1;H
1397-11-03;Zonguldakspor;Adana Demirspor;4-0;4;0;H
1397-11-04;Adanaspor;Fenerbahce;0-3;0;3;A
1397-11-23;Galatasaray;Orduspor;0-0;0;0;D
1397-11-24;Diyarbakirspor;Trabzonspor;2-1;2;1;H
1397-11-24;Adana Demirspor;Eskisehirspor;3-1;3;1;H
1397-11-24;Samsunspor;Zonguldakspor;1-1;1;1;D
1397-11-24;MKE Ankaragucu;Altay;3-0;3;0;H
1397-11-24;Bursaspor;Boluspor;1-1;1;1;D
1397-11-24;Fenerbahce;Besiktas;1-0;1;0;H
1397-11-24;Mersin Idmanyurdu;Adanaspor;0-0;0;0;D
1397-12-08;Bursaspor;Trabzonspor;0-1;0;1;A
1397-12-08;Besiktas;Mersin Idmanyurdu;4-1;4;1;H
1397-12-08;Eskisehirspor;Zonguldakspor;3-0;3;0;H
1397-12-08;Boluspor;Adana Demirspor;1-0;1;0;H
1397-12-08;Samsunspor;Galatasaray;0-0;0;0;D
1397-12-08;Adanaspor;MKE Ankaragucu;2-0;2;0;H
1397-12-08;Orduspor;Altay;1-0;1;0;H
1397-12-08;Diyarbakirspor;Fenerbahce;2-2;2;2;D
1397-12-21;Fenerbahce;Bursaspor;1-0;1;0;H
1397-12-22;Zonguldakspor;Boluspor;1-0;1;0;H
1397-12-22;Trabzonspor;Adana Demirspor;4-1;4;1;H
1397-12-22;Eskisehirspor;Samsunspor;2-1;2;1;H
1397-12-22;Altay;Galatasaray;2-1;2;1;H
1397-12-22;MKE Ankaragucu;Besiktas;0-1;0;1;A
1397-12-22;Mersin Idmanyurdu;Diyarbakirspor;1-2;1;2;A
1397-12-22;Adanaspor;Orduspor;0-0;0;0;D
1397-12-28;Besiktas;Orduspor;2-2;2;2;D
1397-12-28;Diyarbakirspor;MKE Ankaragucu;2-1;2;1;H
1397-12-28;Trabzonspor;Zonguldakspor;2-1;2;1;H
1397-12-28;Adana Demirspor;Fenerbahce;1-3;1;3;A
1397-12-28;Samsunspor;Altay;0-0;0;0;D
1397-12-28;Boluspor;Eskisehirspor;0-0;0;0;D
1397-12-28;Bursaspor;Mersin Idmanyurdu;2-1;2;1;H
1397-12-28;Galatasaray;Adanaspor;4-0;4;0;H
1398-01-07;Zonguldakspor;Fenerbahce;0-1;0;1;A
1398-01-07;Orduspor;Diyarbakirspor;3-1;3;1;H
1398-01-07;Adana Demirspor;Mersin Idmanyurdu;1-1;1;1;D
1398-01-07;Samsunspor;Boluspor;2-0;2;0;H
1398-01-07;Galatasaray;Besiktas;3-1;3;1;H
1398-01-07;Eskisehirspor;Trabzonspor;0-2;0;2;A
1398-01-07;MKE Ankaragucu;Bursaspor;0-1;0;1;A
1398-01-07;Altay;Adanaspor;1-1;1;1;D
1398-01-13;Fenerbahce;Eskisehirspor;2-0;2;0;H
1398-01-14;Mersin Idmanyurdu;Zonguldakspor;0-0;0;0;D
1398-01-14;Adanaspor;Samsunspor;4-1;4;1;H
1398-01-14;Trabzonspor;Boluspor;4-0;4;0;H
1398-01-14;Diyarbakirspor;Galatasaray;1-1;1;1;D
1398-01-14;Besiktas;Altay;2-1;2;1;H
1398-01-14;Bursaspor;Orduspor;3-1;3;1;H
1398-01-14;MKE Ankaragucu;Adana Demirspor;3-0;3;0;H
1398-01-21;Zonguldakspor;MKE Ankaragucu;1-0;1;0;H
1398-01-21;Orduspor;Adana Demirspor;2-1;2;1;H
1398-01-21;Adanaspor;Besiktas;0-0;0;0;D
1398-01-21;Samsunspor;Trabzonspor;0-2;0;2;A
1398-01-21;Boluspor;Fenerbahce;1-0;1;0;H
1398-01-21;Eskisehirspor;Mersin Idmanyurdu;2-0;2;0;H
1398-01-21;Altay;Diyarbakirspor;1-1;1;1;D
1398-01-21;Galatasaray;Bursaspor;2-0;2;0;H
1398-01-28;Bursaspor;Altay;2-0;2;0;H
1398-01-28;Besiktas;Samsunspor;2-0;2;0;H
1398-01-28;Zonguldakspor;Orduspor;5-2;5;2;H
1398-01-28;Diyarbakirspor;Adanaspor;0-0;0;0;D
1398-01-28;Mersin Idmanyurdu;Boluspor;1-2;1;2;A
1398-01-28;Adana Demirspor;Galatasaray;1-0;1;0;H
1398-01-28;Trabzonspor;Fenerbahce;0-0;0;0;D
1398-01-28;MKE Ankaragucu;Eskisehirspor;1-1;1;1;D
1398-02-05;Orduspor;Samsunspor;2-0;2;0;H
1398-03-10;Adanaspor;Bursaspor;1-0;1;0;H
1398-03-11;Trabzonspor;Mersin Idmanyurdu;2-0;2;0;H
1398-03-11;Adana Demirspor;Altay;1-1;1;1;D
1398-03-11;Boluspor;MKE Ankaragucu;1-0;1;0;H
1398-03-11;Eskisehirspor;Orduspor;1-1;1;1;D
1398-03-11;Zonguldakspor;Galatasaray;0-0;0;0;D
1398-03-11;Besiktas;Diyarbakirspor;3-2;3;2;H
1398-03-11;Samsunspor;Fenerbahce;3-2;3;2;H
1398-03-18;Bursaspor;Besiktas;0-0;0;0;D
1398-03-18;MKE Ankaragucu;Trabzonspor;2-1;2;1;H
1398-03-18;Boluspor;Orduspor;2-0;2;0;H
1398-03-18;Mersin Idmanyurdu;Fenerbahce;2-2;2;2;D
1398-03-18;Adana Demirspor;Adanaspor;0-1;0;1;A
1398-03-18;Diyarbakirspor;Samsunspor;0-0;0;0;D
1398-03-18;Galatasaray;Eskisehirspor;1-0;1;0;H
1398-03-18;Zonguldakspor;Altay;2-2;2;2;D
1398-03-24;Trabzonspor;Orduspor;3-0;3;0;H
1398-03-24;Besiktas;Adana Demirspor;1-1;1;1;D
1398-03-25;Diyarbakirspor;Bursaspor;1-0;1;0;H
1398-03-25;Samsunspor;Mersin Idmanyurdu;0-0;0;0;D
1398-03-25;Boluspor;Galatasaray;3-0;3;0;H
1398-03-25;Altay;Eskisehirspor;2-1;2;1;H
1398-03-25;Fenerbahce;MKE Ankaragucu;2-0;2;0;H
1398-03-25;Adanaspor;Zonguldakspor;3-2;3;2;H
1398-04-02;Zonguldakspor;Besiktas;1-1;1;1;D
1398-04-02;Boluspor;Altay;0-0;0;0;D
1398-04-02;Eskisehirspor;Adanaspor;0-0;0;0;D
1398-04-02;MKE Ankaragucu;Mersin Idmanyurdu;1-1;1;1;D
1398-04-02;Bursaspor;Samsunspor;1-0;1;0;H
1398-04-02;Galatasaray;Trabzonspor;2-1;2;1;H
1398-04-02;Adana Demirspor;Diyarbakirspor;0-0;0;0;D
1398-04-02;Orduspor;Fenerbahce;1-1;1;1;D
1398-04-08;Besiktas;Eskisehirspor;2-1;2;1;H
1398-04-09;Boluspor;Adanaspor;1-2;1;2;A
1398-04-09;Diyarbakirspor;Zonguldakspor;1-0;1;0;H
1398-04-09;Mersin Idmanyurdu;Orduspor;1-1;1;1;D
1398-04-09;MKE Ankaragucu;Samsunspor;0-1;0;1;A
1398-04-09;Bursaspor;Adana Demirspor;3-0;3;0;H
1398-04-09;Fenerbahce;Galatasaray;2-2;2;2;D
1398-04-09;Trabzonspor;Altay;1-0;1;0;H
1398-04-16;Galatasaray;Mersin Idmanyurdu;2-1;2;1;H
1398-04-16;Adanaspor;Trabzonspor;1-0;1;0;H
1398-04-16;Eskisehirspor;Diyarbakirspor;0-0;0;0;D
1398-04-16;Samsunspor;Adana Demirspor;1-0;1;0;H
1398-04-16;Boluspor;Besiktas;1-0;1;0;H
1398-04-16;Zonguldakspor;Bursaspor;2-1;2;1;H
1398-04-16;Altay;Fenerbahce;0-1;0;1;A
1398-04-16;Orduspor;MKE Ankaragucu;2-0;2;0;H
1398-04-22;Besiktas;Trabzonspor;0-2;0;2;A
1398-04-23;Samsunspor;Orduspor;2-1;2;1;H
1398-04-23;Adana Demirspor;Zonguldakspor;0-0;0;0;D
1398-04-23;Bursaspor;Eskisehirspor;0-0;0;0;D
1398-04-23;MKE Ankaragucu;Galatasaray;3-1;3;1;H
1398-04-23;Fenerbahce;Adanaspor;1-2;1;2;A
1398-04-23;Mersin Idmanyurdu;Altay;0-0;0;0;D
1398-04-23;Diyarbakirspor;Boluspor;1-0;1;0;H
1398-05-01;Altay;MKE Ankaragucu;3-0;3;0;H
1398-05-01;Besiktas;Fenerbahce;0-1;0;1;A
1398-05-01;Boluspor;Bursaspor;0-0;0;0;D
1398-05-01;Eskisehirspor;Adana Demirspor;0-0;0;0;D
1398-05-01;Trabzonspor;Diyarbakirspor;1-0;1;0;H
1398-05-01;Zonguldakspor;Samsunspor;1-0;1;0;H
1398-05-01;Adanaspor;Mersin Idmanyurdu;1-0;1;0;H
1398-05-02;Orduspor;Galatasaray;0-1;0;1;A
1398-05-07;Galatasaray;Samsunspor;2-1;2;1;H
1398-05-08;Mersin Idmanyurdu;Besiktas;0-0;0;0;D
1398-05-08;Zonguldakspor;Eskisehirspor;1-0;1;0;H
1398-05-08;Trabzonspor;Bursaspor;1-0;1;0;H
1398-05-08;MKE Ankaragucu;Adanaspor;0-1;0;1;A
1398-05-08;Fenerbahce;Diyarbakirspor;2-1;2;1;H
1398-05-08;Altay;Orduspor;2-0;2;0;H
1398-05-08;Adana Demirspor;Boluspor;1-0;1;0;H
1398-05-14;Galatasaray;Altay;0-0;0;0;D
1398-05-15;Bursaspor;Fenerbahce;0-1;0;1;A
1398-05-15;Besiktas;MKE Ankaragucu;3-0;3;0;H
1398-05-15;Samsunspor;Eskisehirspor;2-1;2;1;H
1398-05-15;Orduspor;Adanaspor;1-0;1;0;H
1398-05-15;Adana Demirspor;Trabzonspor;0-0;0;0;D
1398-05-15;Diyarbakirspor;Mersin Idmanyurdu;0-0;0;0;D
1398-05-22;Adanaspor;Galatasaray;0-0;0;0;D
1398-05-22;MKE Ankaragucu;Diyarbakirspor;1-0;1;0;H
1398-05-22;Eskisehirspor;Boluspor;1-1;1;1;D
1398-05-22;Orduspor;Besiktas;0-1;0;1;A
1398-05-22;Zonguldakspor;Trabzonspor;1-0;1;0;H
1398-05-22;Fenerbahce;Adana Demirspor;1-0;1;0;H
1398-05-22;Altay;Samsunspor;2-1;2;1;H
1398-05-22;Mersin Idmanyurdu;Bursaspor;1-1;1;1;D
1398-05-28;Fenerbahce;Zonguldakspor;4-0;4;0;H
1398-05-29;Adanaspor;Altay;0-0;0;0;D
1398-05-29;Besiktas;Galatasaray;1-1;1;1;D
1398-05-29;Boluspor;Samsunspor;1-0;1;0;H
1398-05-29;Bursaspor;MKE Ankaragucu;0-0;0;0;D
1398-05-29;Diyarbakirspor;Orduspor;3-1;3;1;H
1398-05-29;Mersin Idmanyurdu;Adana Demirspor;0-1;0;1;A
1398-05-29;Trabzonspor;Eskisehirspor;0-0;0;0;D
1398-06-02;Boluspor;Zonguldakspor;1-1;1;1;D
1398-06-06;Altay;Besiktas;0-1;0;1;A
1398-06-06;Boluspor;Trabzonspor;1-2;1;2;A
1398-06-06;Eskisehirspor;Fenerbahce;1-1;1;1;D
1398-06-06;Galatasaray;Diyarbakirspor;3-0;3;0;H
1398-06-06;Orduspor;Bursaspor;3-0;3;0;H
1398-06-06;Samsunspor;Adanaspor;2-3;2;3;A
1398-06-06;Zonguldakspor;Mersin Idmanyurdu;0-0;0;0;D
1398-06-06;Adana Demirspor;MKE Ankaragucu;1-0;1;0;H
1398-06-12;Besiktas;Adanaspor;1-0;1;0;H
1398-06-13;Adana Demirspor;Orduspor;1-1;1;1;D
1398-06-13;Bursaspor;Galatasaray;1-1;1;1;D
1398-06-13;Fenerbahce;Boluspor;1-1;1;1;D
1398-06-13;MKE Ankaragucu;Zonguldakspor;3-1;3;1;H
1398-06-13;Trabzonspor;Samsunspor;2-0;2;0;H
1398-06-13;Diyarbakirspor;Altay;1-0;1;0;H
1398-06-13;Mersin Idmanyurdu;Eskisehirspor;2-1;2;1;H
1398-06-19;Galatasaray;Adana Demirspor;4-3;4;3;H
1398-06-20;Adanaspor;Diyarbakirspor;1-1;1;1;D
1398-06-20;Altay;Bursaspor;0-0;0;0;D
1398-06-20;Boluspor;Mersin Idmanyurdu;1-0;1;0;H
1398-06-20;Eskisehirspor;MKE Ankaragucu;0-0;0;0;D
1398-06-20;Fenerbahce;Trabzonspor;0-1;0;1;A
1398-06-20;Orduspor;Zonguldakspor;0-2;0;2;A
1398-06-20;Samsunspor;Besiktas;2-1;2;1;H
1398-09-23;Altay;Goztepe;1-1;1;1;D
1398-09-23;Adana Demirspor;Adanaspor;0-1;0;1;A
1398-09-23;Samsunspor;Zonguldakspor;1-1;1;1;D
1398-09-23;Eskisehirspor;Bursaspor;2-1;2;1;H
1398-09-23;MKE Kirikkalespor;Fenerbahce;0-4;0;4;A
1398-09-23;Galatasaray;Diyarbakirspor;3-0;3;0;H
1398-09-23;Boluspor;Trabzonspor;0-0;0;0;D
1398-09-23;Orduspor;Besiktas;0-1;0;1;A
1398-09-29;Fenerbahce;Bursaspor;2-0;2;0;H
1398-09-29;Goztepe;Zonguldakspor;1-0;1;0;H
1398-09-30;Diyarbakirspor;MKE Kirikkalespor;1-0;1;0;H
1398-09-30;Orduspor;Samsunspor;1-0;1;0;H
1398-09-30;Trabzonspor;Adana Demirspor;3-0;3;0;H
1398-09-30;Adanaspor;Eskisehirspor;2-2;2;2;D
1398-09-30;Altay;Galatasaray;0-0;0;0;D
1398-09-30;Besiktas;Boluspor;4-1;4;1;H
1398-10-06;Fenerbahce;Adanaspor;2-1;2;1;H
1398-10-07;Goztepe;Orduspor;1-1;1;1;D
1398-10-07;Galatasaray;Zonguldakspor;1-0;1;0;H
1398-10-07;Adana Demirspor;Besiktas;3-1;3;1;H
1398-10-07;Eskisehirspor;Trabzonspor;0-0;0;0;D
1398-10-07;Samsunspor;Boluspor;1-1;1;1;D
1398-10-07;MKE Kirikkalespor;Bursaspor;0-0;0;0;D
1398-10-07;Diyarbakirspor;Altay;1-0;1;0;H
1398-10-14;Adanaspor;Bursaspor;0-0;0;0;D
1398-10-14;Besiktas;Eskisehirspor;0-0;0;0;D
1398-10-14;Altay;MKE Kirikkalespor;6-0;6;0;H
1398-10-14;Samsunspor;Adana Demirspor;0-0;0;0;D
1398-10-14;Trabzonspor;Fenerbahce;1-1;1;1;D
1398-10-14;Orduspor;Galatasaray;0-0;0;0;D
1398-10-14;Boluspor;Goztepe;2-0;2;0;H
1398-10-14;Diyarbakirspor;Zonguldakspor;2-0;2;0;H
1398-10-27;Trabzonspor;Bursaspor;2-0;2;0;H
1398-10-27;Altay;Zonguldakspor;3-1;3;1;H
1398-10-27;Galatasaray;Boluspor;1-0;1;0;H
1398-10-28;Diyarbakirspor;Orduspor;1-0;1;0;H
1398-10-28;Eskisehirspor;Samsunspor;1-1;1;1;D
1398-10-28;Fenerbahce;Besiktas;0-0;0;0;D
1398-10-28;Goztepe;Adana Demirspor;1-1;1;1;D
1398-10-28;Adanaspor;MKE Kirikkalespor;4-0;4;0;H
1398-11-06;Samsunspor;Fenerbahce;2-1;2;1;H
1398-11-06;Trabzonspor;Adanaspor;0-0;0;0;D
1398-11-06;Orduspor;Altay;2-0;2;0;H
1398-11-06;Besiktas;Bursaspor;3-1;3;1;H
1398-11-06;Goztepe;Eskisehirspor;2-1;2;1;H
1398-11-06;Adana Demirspor;Galatasaray;1-0;1;0;H
1398-11-06;MKE Kirikkalespor;Zonguldakspor;1-0;1;0;H
1398-11-06;Boluspor;Diyarbakirspor;1-1;1;1;D
1398-11-12;Zonguldakspor;Orduspor;2-0;2;0;H
1398-11-13;Eskisehirspor;Galatasaray;0-0;0;0;D
1398-11-13;Diyarbakirspor;Adana Demirspor;4-0;4;0;H
1398-11-13;Altay;Boluspor;3-0;3;0;H
1398-11-13;Fenerbahce;Goztepe;2-2;2;2;D
1398-11-13;MKE Kirikkalespor;Trabzonspor;0-0;0;0;D
1398-11-13;Adanaspor;Besiktas;0-0;0;0;D
1398-11-13;Samsunspor;Bursaspor;0-0;0;0;D
1398-11-20;Goztepe;Bursaspor;3-1;3;1;H
1398-11-20;Diyarbakirspor;Eskisehirspor;0-0;0;0;D
1398-11-20;Galatasaray;Fenerbahce;1-1;1;1;D
1398-11-20;Orduspor;MKE Kirikkalespor;0-0;0;0;D
1398-11-20;Trabzonspor;Besiktas;2-0;2;0;H
1398-11-20;Adana Demirspor;Altay;2-1;2;1;H
1398-11-20;Samsunspor;Adanaspor;2-1;2;1;H
1398-11-20;Boluspor;Zonguldakspor;0-1;0;1;A
1398-11-26;Besiktas;MKE Kirikkalespor;2-0;2;0;H
1398-11-26;Adana Demirspor;Zonguldakspor;0-0;0;0;D
1398-11-27;Orduspor;Boluspor;1-0;1;0;H
1398-11-27;Adanaspor;Goztepe;1-2;1;2;A
1398-11-27;Samsunspor;Trabzonspor;0-1;0;1;A
1398-11-27;Eskisehirspor;Altay;2-2;2;2;D
1398-11-28;Fenerbahce;Diyarbakirspor;5-0;5;0;H
1398-12-03;Galatasaray;Adanaspor;1-2;1;2;A
1398-12-04;Diyarbakirspor;Bursaspor;2-0;2;0;H
1398-12-04;Trabzonspor;Goztepe;5-0;5;0;H
1398-12-04;Adana Demirspor;Orduspor;1-0;1;0;H
1398-12-04;Eskisehirspor;Zonguldakspor;2-0;2;0;H
1398-12-04;MKE Kirikkalespor;Boluspor;0-0;0;0;D
1398-12-04;Altay;Fenerbahce;1-1;1;1;D
1398-12-04;Besiktas;Samsunspor;3-0;3;0;H
1398-12-11;Goztepe;Besiktas;0-0;0;0;D
1398-12-11;Fenerbahce;Zonguldakspor;1-0;1;0;H
1398-12-11;Bursaspor;Altay;0-2;0;2;A
1398-12-11;Boluspor;Adana Demirspor;3-0;3;0;H
1398-12-11;Orduspor;Eskisehirspor;1-0;1;0;H
1398-12-11;Trabzonspor;Galatasaray;0-0;0;0;D
1398-12-11;Adanaspor;Diyarbakirspor;2-0;2;0;H
1398-12-11;Samsunspor;MKE Kirikkalespor;1-0;1;0;H
1398-12-17;Diyarbakirspor;Trabzonspor;0-0;0;0;D
1398-12-17;Fenerbahce;Orduspor;2-0;2;0;H
1398-12-17;Goztepe;Samsunspor;1-0;1;0;H
1398-12-18;Adana Demirspor;MKE Kirikkalespor;4-0;4;0;H
1398-12-18;Eskisehirspor;Boluspor;2-1;2;1;H
1398-12-18;Altay;Adanaspor;2-1;2;1;H
1398-12-18;Besiktas;Galatasaray;0-1;0;1;A
1398-12-18;Bursaspor;Zonguldakspor;0-0;0;0;D
1399-01-01;Adanaspor;Zonguldakspor;2-1;2;1;H
1399-01-02;Trabzonspor;Altay;3-0;3;0;H
1399-01-02;Samsunspor;Galatasaray;0-1;0;1;A
1399-01-02;Adana Demirspor;Eskisehirspor;0-0;0;0;D
1399-01-02;Besiktas;Diyarbakirspor;2-0;2;0;H
1399-01-02;Boluspor;Fenerbahce;3-1;3;1;H
1399-01-02;MKE Kirikkalespor;Goztepe;2-1;2;1;H
1399-01-02;Orduspor;Bursaspor;2-1;2;1;H
1399-01-08;Galatasaray;Goztepe;6-1;6;1;H
1399-01-09;Diyarbakirspor;Samsunspor;2-0;2;0;H
1399-01-09;Trabzonspor;Zonguldakspor;1-0;1;0;H
1399-01-09;Adanaspor;Orduspor;3-2;3;2;H
1399-01-09;Altay;Besiktas;1-0;1;0;H
1399-01-09;Fenerbahce;Adana Demirspor;1-0;1;0;H
1399-01-09;Bursaspor;Boluspor;1-0;1;0;H
1399-01-09;Eskisehirspor;MKE Kirikkalespor;3-2;3;2;H
1399-01-15;Besiktas;Zonguldakspor;0-1;0;1;A
1399-01-16;Trabzonspor;Orduspor;0-0;0;0;D
1399-01-16;Samsunspor;Altay;0-0;0;0;D
1399-01-16;Adana Demirspor;Bursaspor;2-1;2;1;H
1399-01-16;Boluspor;Adanaspor;2-0;2;0;H
1399-01-16;MKE Kirikkalespor;Galatasaray;0-0;0;0;D
1399-01-16;Fenerbahce;Eskisehirspor;1-0;1;0;H
1399-01-16;Goztepe;Diyarbakirspor;1-1;1;1;D
1399-01-23;Bursaspor;Galatasaray;1-0;1;0;H
1399-03-12;Besiktas;Orduspor;0-1;0;1;A
1399-03-13;Trabzonspor;Boluspor;1-0;1;0;H
1399-03-13;Zonguldakspor;Samsunspor;2-0;2;0;H
1399-03-13;Bursaspor;Eskisehirspor;1-0;1;0;H
1399-03-13;Fenerbahce;MKE Kirikkalespor;1-0;1;0;H
1399-03-13;Goztepe;Altay;1-0;1;0;H
1399-03-13;Diyarbakirspor;Galatasaray;1-0;1;0;H
1399-03-13;Adanaspor;Adana Demirspor;0-0;0;0;D
1399-03-19;Galatasaray;Altay;2-0;2;0;H
1399-03-20;Boluspor;Besiktas;1-1;1;1;D
1399-03-20;Adana Demirspor;Trabzonspor;1-1;1;1;D
1399-03-20;Samsunspor;Orduspor;3-1;3;1;H
1399-03-20;Eskisehirspor;Adanaspor;2-0;2;0;H
1399-03-20;MKE Kirikkalespor;Diyarbakirspor;1-0;1;0;H
1399-03-20;Zonguldakspor;Goztepe;1-0;1;0;H
1399-03-20;Bursaspor;Fenerbahce;1-1;1;1;D
1399-03-27;Orduspor;Goztepe;3-0;3;0;H
1399-03-27;Zonguldakspor;Galatasaray;2-0;2;0;H
1399-03-27;Trabzonspor;Eskisehirspor;3-0;3;0;H
1399-03-27;Adanaspor;Fenerbahce;0-2;0;2;A
1399-03-27;Besiktas;Adana Demirspor;1-1;1;1;D
1399-03-27;Bursaspor;MKE Kirikkalespor;5-1;5;1;H
1399-03-27;Altay;Diyarbakirspor;4-0;4;0;H
1399-03-27;Boluspor;Samsunspor;2-0;2;0;H
1399-04-03;Fenerbahce;Trabzonspor;1-1;1;1;D
1399-04-04;Adana Demirspor;Samsunspor;1-0;1;0;H
1399-04-04;Bursaspor;Adanaspor;0-0;0;0;D
1399-04-04;Galatasaray;Orduspor;4-0;4;0;H
1399-04-04;Zonguldakspor;Diyarbakirspor;0-0;0;0;D
1399-04-04;MKE Kirikkalespor;Altay;1-1;1;1;D
1399-04-04;Eskisehirspor;Besiktas;2-0;2;0;H
1399-04-04;Goztepe;Boluspor;2-2;2;2;D
1399-04-11;Adana Demirspor;Goztepe;0-0;0;0;D
1399-04-11;Besiktas;Fenerbahce;1-1;1;1;D
1399-04-11;Boluspor;Galatasaray;1-1;1;1;D
1399-04-11;Bursaspor;Trabzonspor;0-0;0;0;D
1399-04-11;MKE Kirikkalespor;Adanaspor;2-2;2;2;D
1399-04-11;Orduspor;Diyarbakirspor;3-0;3;0;H
1399-04-11;Samsunspor;Eskisehirspor;1-0;1;0;H
1399-04-11;Zonguldakspor;Altay;1-0;1;0;H
1399-04-24;Fenerbahce;Samsunspor;2-0;2;0;H
1399-04-25;Zonguldakspor;MKE Kirikkalespor;5-1;5;1;H
1399-04-25;Galatasaray;Adana Demirspor;2-1;2;1;H
1399-04-25;Eskisehirspor;Goztepe;1-0;1;0;H
1399-04-25;Adanaspor;Trabzonspor;0-0;0;0;D
1399-04-25;Bursaspor;Besiktas;2-2;2;2;D
1399-04-25;Altay;Orduspor;1-1;1;1;D
1399-04-25;Diyarbakirspor;Boluspor;0-1;0;1;A
1399-05-09;Besiktas;Adanaspor;2-1;2;1;H
1399-05-10;Adana Demirspor;Diyarbakirspor;0-1;0;1;A
1399-05-10;Boluspor;Altay;3-0;3;0;H
1399-05-10;Bursaspor;Samsunspor;0-0;0;0;D
1399-05-10;Galatasaray;Eskisehirspor;3-0;3;0;H
1399-05-10;Orduspor;Zonguldakspor;1-0;1;0;H
1399-05-10;Trabzonspor;MKE Kirikkalespor;2-0;2;0;H
1399-05-10;Goztepe;Fenerbahce;1-0;1;0;H
1399-05-16;Besiktas;Trabzonspor;1-1;1;1;D
1399-05-17;Adanaspor;Samsunspor;3-1;3;1;H
1399-05-17;Altay;Adana Demirspor;2-0;2;0;H
1399-05-17;Bursaspor;Goztepe;2-0;2;0;H
1399-05-17;Eskisehirspor;Diyarbakirspor;1-0;1;0;H
1399-05-17;Fenerbahce;Galatasaray;2-0;2;0;H
1399-05-17;MKE Kirikkalespor;Orduspor;0-0;0;0;D
1399-05-17;Zonguldakspor;Boluspor;3-1;3;1;H
1399-05-23;Goztepe;Adanaspor;1-1;1;1;D
1399-05-24;Zonguldakspor;Adana Demirspor;2-1;2;1;H
1399-05-24;Trabzonspor;Samsunspor;1-0;1;0;H
1399-05-24;Galatasaray;Bursaspor;5-1;5;1;H
1399-05-24;Diyarbakirspor;Fenerbahce;2-1;2;1;H
1399-05-24;Altay;Eskisehirspor;1-1;1;1;D
1399-05-24;MKE Kirikkalespor;Besiktas;2-4;2;4;A
1399-05-24;Boluspor;Orduspor;1-2;1;2;A
1399-06-01;Adanaspor;Galatasaray;1-2;1;2;A
1399-06-01;Boluspor;MKE Kirikkalespor;6-1;6;1;H
1399-06-01;Bursaspor;Diyarbakirspor;2-1;2;1;H
1399-06-01;Fenerbahce;Altay;1-0;1;0;H
1399-06-01;Goztepe;Trabzonspor;0-0;0;0;D
1399-06-01;Orduspor;Adana Demirspor;3-0;3;0;H
1399-06-01;Samsunspor;Besiktas;0-1;0;1;A
1399-06-01;Zonguldakspor;Eskisehirspor;0-0;0;0;D
1399-06-07;Galatasaray;Trabzonspor;1-0;1;0;H
